Channel Number,Channel Name,Channel Type,Rx Frequency,Tx Frequency,Bandwidth (kHz),Colour Code,Timeslot,Contact,TG List,DMR ID,TS1_TA_Tx,TS2_TA_Tx ID,RX Tone,TX Tone,Squelch,Power,Rx Only,Zone Skip,All Skip,TOT,VOX,No Beep,No Eco,APRS,Latitude,Longitude
179,K7PG Chehalis Pe,Analogue,	145.43000,	144.83000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
180,WA7SRT Edgewood,Analogue,	146.64000,	146.04000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
181,W7DK Tacoma1,Analogue,	147.28000,	147.88000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
182,NM7E Belfair,Analogue,	145.17000,	144.57000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
183,KA7EOC Gig Harbo,Analogue,	145.35000,	144.75000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
184,KK7DFL Shelton S,Analogue,	145.27500,	144.67500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
185,N3KPU Graham,Analogue,	145.23000,	144.63000,12.5,,,,,,,,146.2,146.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
186,K7CH Olympia Sou,Analogue,	145.27000,	144.67000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
187,AB7F Randle,Analogue,	444.87500,	449.87500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
188,K7DNR Ashford,Analogue,	442.57500,	447.57500,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
189,W7PFR Eatonville,Analogue,	443.97500,	448.97500,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
190,WB7DOB Buckley T,Analogue,	444.67500,	449.67500,12.5,,,,,,,,None,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
191,W7UDI Electron,Analogue,	444.25000,	449.25000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
192,AB7F Chehalis,Analogue,	443.27500,	448.27500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
193,WA7BF Cougar Mar,Analogue,	444.82500,	449.82500,12.5,,,,,,,,118.8,118.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
194,K7KFL Packwood,Analogue,	146.74000,	146.14000,12.5,,,,,,,,None,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
195,WW7CH Paradise M,Analogue,	146.78000,	146.18000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
196,K7TGU Ashford,Analogue,	145.25000,	144.65000,12.5,,,,,,,,186.2,186.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
197,WA7SAR Yakima Da,Analogue,	146.86000,	146.26000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
198,WB7DOB Greenwate,Analogue,	145.41000,	144.81000,12.5,,,,,,,,162.2,162.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
199,K7HW Mineral,Analogue,	146.68000,	146.08000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
200,W7EAT Eatonville,Analogue,	146.70000,	146.10000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
201,KB7CNN Alder,Analogue,	145.45000,	144.85000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
202,W7AQ Yakima Beth,Analogue,	147.30000,	147.90000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
203,K7DKK Eatonville,Analogue,	145.29000,	144.69000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
204,WB7DOB Buckley1,Analogue,	147.30000,	147.90000,12.5,,,,,,,,None,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
205,N7PRM Portland,Analogue,	444.80000,	449.80000,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
206,W7PMC Portland,Analogue,	443.22500,	448.22500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
207,K7LHS Portland E,Analogue,	440.82500,	445.82500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
208,K7RPT Portland S,Analogue,	440.51250,	445.51250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
209,K0HSU Portl OHSU,Analogue,	440.47500,	445.47500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
210,K7LTA Portl OHSU,Analogue,	442.70000,	447.70000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
211,W7PGE Portland C,Analogue,	444.67500,	449.67500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
212,KB7OYI Portland,Analogue,	440.35000,	445.35000,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
213,WA7BND Portland,Analogue,	443.05000,	448.05000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
214,KA7AGH Portland,Analogue,	443.27500,	448.27500,12.5,,,,,,,,167.9,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
215,K7LJ Portland Co,Analogue,	442.65000,	447.65000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
216,W7RAT Portland K,Analogue,	440.40000,	445.40000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
217,K7RPT Portland1,Analogue,	442.22500,	447.22500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
218,K7NE Portland Co,Analogue,	443.30000,	448.30000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
219,WA7HAA Portland,Analogue,	444.83750,	449.83750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
220,W7EXH Portland S,Analogue,	441.35000,	446.35000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
221,W7DTV Portland S,Analogue,	443.62500,	448.62500,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
222,N7BAR Portland S,Analogue,	440.20000,	445.20000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
223,AB7BS Portland K,Analogue,	440.50000,	445.50000,12.5,,,,,,,,D125N,D125N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
224,N7PIR Portland S,Analogue,	440.45000,	445.45000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
225,K7KSN Portland S,Analogue,	440.15000,	445.15000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
226,WB1ARB Portland,Analogue,	442.25000,	447.25000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
227,N7NLL Portland W,Analogue,	442.02500,	447.02500,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
228,W7PSV Beaverton,Analogue,	444.85000,	449.85000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
229,N7PRM Cedar Mill,Analogue,	444.80000,	449.80000,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
230,WB7CRT Beaverton,Analogue,	444.75000,	449.75000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
231,WA7LO Lake Osweg,Analogue,	444.30000,	449.30000,12.5,,,,,,,,82.5,82.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
232,KB7APU Vancouver,Analogue,	442.96250,	447.96250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
233,KA7AGH Clackamas,Analogue,	441.32500,	446.32500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
234,KC7MZM Clackamas,Analogue,	440.30000,	445.30000,12.5,,,,,,,,None,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
235,WB7QIW Clackamas,Analogue,	443.47500,	448.47500,12.5,,,,,,,,167.9,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
236,KJ7IY Clackamas1,Analogue,	443.15000,	448.15000,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
237,K7ICY Tigard QTH,Analogue,	440.10000,	445.10000,12.5,,,,,,,,None,162.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
238,W7AIA Vancouver,Analogue,	443.82500,	448.82500,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
239,NM7B Aloha,Analogue,	443.35000,	448.35000,12.5,,,,,,,,None,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
240,K6PRN Portland S,Analogue,	443.20000,	448.20000,12.5,,,,,,,,None,173.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
241,K0HSU Hillsboro,Analogue,	440.07500,	445.07500,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
242,KF7TTS Tigard Bu,Analogue,	440.17500,	445.17500,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
243,K7GJT Vancouver,Analogue,	442.10000,	447.10000,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
244,KA7OSM Aloha Coo,Analogue,	442.52500,	447.52500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
245,N7QQU Hillsboro,Analogue,	440.55000,	445.55000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
246,KJ7ECQ Tualatin,Analogue,	444.52500,	449.52500,12.5,,,,,,,,None,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
247,WA7DRO West Linn,Analogue,	441.65000,	446.65000,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
248,NA7A Tualatin Po,Analogue,	440.75000,	445.75000,12.5,,,,,,,,None,97.4,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
249,W7ZRS OR City Bo,Analogue,	442.07500,	447.07500,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
250,N7KOJ Gresham Le,Analogue,	443.25000,	448.25000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
251,N7LF Gresham Hos,Analogue,	443.07500,	448.07500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
252,K7CPU Hillsboro,Analogue,	444.97500,	449.97500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
253,WB7DZG Sherwood,Analogue,	444.31250,	449.31250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
254,KJ7IY Sherwood,Analogue,	442.27500,	447.27500,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
255,KR7IS Sherwood,Analogue,	443.42500,	448.42500,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
256,K7REA Sherwood,Analogue,	442.57500,	447.57500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
257,AH6LE Newberg Ch,Analogue,	442.67500,	447.67500,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
258,K7CFD Canby,Analogue,	444.45000,	449.45000,12.5,,,,,,,,None,131.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
259,AB7F Vancouver L,Analogue,	442.37500,	447.37500,12.5,,,,,,,,100.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
260,W7AIA Camas Livi,Analogue,	443.92500,	448.92500,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
261,K7RPT Newberg Ch,Analogue,	443.75000,	448.75000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
262,N7LF Corbett Lo1,Analogue,	443.10000,	448.10000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
263,WA7HAA Brush Pra,Analogue,	444.11250,	449.11250,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
264,K7AUO Laurelwood,Analogue,	443.65000,	448.65000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
265,N7MAQ Newberg,Analogue,	444.48750,	449.48750,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
266,KE7AWR Sandy,Analogue,	442.42500,	447.42500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
267,WA7RGO Newberg B,Analogue,	442.55000,	447.55000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
268,KJ7IY Sandy,Analogue,	442.87500,	447.87500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
269,KE7FUW Vancouver,Analogue,	443.67500,	448.67500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
270,WA7ABU Beavercre,Analogue,	444.60000,	449.60000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
271,W7DTV Molalla Mo,Analogue,	440.70000,	445.70000,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
272,WB7DZG Colton,Analogue,	442.92500,	447.92500,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
273,K7LJ Portland C1,Analogue,	145.23000,	144.63000,12.5,,,,,,,,123.0,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
274,KE7AWR Portland,Analogue,	146.70000,	146.10000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
275,K7RPT Portland2,Analogue,	147.04000,	147.64000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
276,N7EXH Portland S,Analogue,	145.31000,	144.71000,12.5,,,,,,,,123.0,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
277,N7EXH Portland K,Analogue,	146.98000,	146.38000,12.5,,,,,,,,D023N,D023N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
278,W7AC Portland Sk,Analogue,	147.14000,	147.74000,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
279,K7LJ Portland Mt,Analogue,	145.39000,	144.79000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
280,K7RPT Cedar Mill,Analogue,	147.38000,	147.98000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
281,W7LT Clackamas M,Analogue,	146.94000,	146.34000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
282,WB7QIW Clackama1,Analogue,	147.28000,	147.88000,12.5,,,,,,,,167.9,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
283,W7LT Clackamas1,Analogue,	147.18000,	147.78000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
284,KB7APU Vancouve1,Analogue,	146.73000,	146.13000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
285,N7QQU Aloha Coop,Analogue,	147.36000,	147.96000,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
286,NA7A Tualatin P1,Analogue,	145.25000,	144.65000,12.5,,,,,,,,None,97.4,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
287,K7BPR Camas Prun,Analogue,	147.08000,	147.68000,12.5,,,,,,,,None,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
288,WB7DZG Sherwood1,Analogue,	146.62000,	146.02000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
289,KR7IS Sherwood1,Analogue,	145.47000,	144.87000,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
290,KE7DC North Plai,Analogue,	145.45000,	144.85000,12.5,,,,,,,,None,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
291,AH6LE Sherwood P,Analogue,	146.92000,	146.32000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
292,AB7F Vancouver1,Analogue,	145.37000,	144.77000,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
293,W7AIA Camas Liv1,Analogue,	147.24000,	147.84000,12.5,,,,,,,,94.8,94.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
294,K7WWG Newberg Ch,Analogue,	146.90000,	146.30000,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
295,KB7PSM Newberg C,Analogue,	145.11000,	144.51000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
296,W7LT Vancouver L,Analogue,	146.84000,	146.24000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
297,KJ7IY Colton,Analogue,	145.43000,	144.83000,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
298,AC7RF Salem,Analogue,	440.27500,	445.27500,12.5,,,,,,,,107.2,107.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
299,W7BJH Salem,Analogue,	442.50000,	447.50000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
300,K7RTL Salem,Analogue,	440.05000,	445.05000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
301,AB7F Salem,Analogue,	441.37500,	446.37500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
302,AD7ET Salem CCC,Analogue,	443.17500,	448.17500,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
303,KB7PPM Salem,Analogue,	440.72500,	445.72500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
304,AB7BS Salem Eagl,Analogue,	442.45000,	447.45000,12.5,,,,,,,,D125N,D125N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
305,W7SRA Salem Pros,Analogue,	441.27500,	446.27500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
306,W7SRA Salem Pro1,Analogue,	443.72500,	448.72500,12.5,,,,,,,,186.2,186.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
307,W7DTV Salem Pros,Analogue,	441.17500,	446.17500,12.5,,,,,,,,77.0,77.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
308,W7YAM McMinnvill,Analogue,	441.80000,	446.80000,12.5,,,,,,,,None,114.8,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
309,WA7ABU Salem Sil,Analogue,	444.95000,	449.95000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
310,W7SAA Silverton,Analogue,	444.25000,	449.25000,12.5,,,,,,,,100.0,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
311,KA7ENW Scio Rodg,Analogue,	442.85000,	447.85000,12.5,,,,,,,,None,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
312,KD6VLR Albany,Analogue,	444.97500,	449.97500,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
313,KG7MKW Lyons McC,Analogue,	440.60000,	445.60000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
314,N8GFO Corvallis,Analogue,	442.30000,	447.30000,12.5,,,,,,,,None,162.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
315,W7GRT Grande Ron,Analogue,	442.82500,	447.82500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
316,KF7LDG Corvallis,Analogue,	434.91000,	439.91000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
317,AB7BS Corvallis,Analogue,	440.80000,	445.80000,12.5,,,,,,,,None,D125N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
318,AB7BS Corvallis1,Analogue,	441.72500,	446.72500,12.5,,,,,,,,None,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
319,W7OSU Corvallis,Analogue,	443.05000,	448.05000,12.5,,,,,,,,D032N,D032N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
320,KB7APU Mill City,Analogue,	442.97500,	447.97500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
321,KB7KUB Brownsvil,Analogue,	442.60000,	447.60000,12.5,,,,,,,,D023N,D023N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
322,N7PIR Colton Goa,Analogue,	443.70000,	448.70000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
323,W7OTV Colton Goa,Analogue,	440.25000,	445.25000,12.5,,,,,,,,None,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
324,WB6EGS Colton Go,Analogue,	441.40000,	446.40000,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
325,K7LWV Salem Popc,Analogue,	145.35000,	144.75000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
326,WA7ABU Salem,Analogue,	145.29000,	144.69000,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
327,W7SRA Salem Eagl,Analogue,	145.33000,	144.73000,12.5,,,,,,,,186.2,186.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
328,W7SRA Salem Pro2,Analogue,	146.86000,	146.26000,12.5,,,,,,,,None,186.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
329,AB7BS Salem Pros,Analogue,	145.49000,	144.89000,12.5,,,,,,,,91.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
330,W7RXJ McMinnvill,Analogue,	146.64000,	146.04000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
331,W1ARK Amity Eola,Analogue,	145.21000,	144.61000,12.5,,,,,,,,None,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
332,WA7ABU Gates,Analogue,	145.19000,	144.59000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
333,W7SAA Silverton1,Analogue,	147.34000,	147.94000,12.5,,,,,,,,None,77.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
334,KA7ENW Scio Rod1,Analogue,	146.61000,	146.01000,12.5,,,,,,,,None,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
335,W1ARK Lyons McCu,Analogue,	147.06000,	147.66000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
336,W7OSU Corvallis1,Analogue,	147.16000,	147.76000,12.5,,,,,,,,None,100.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
337,W7GRT Grande Ro1,Analogue,	146.66000,	146.06000,12.5,,,,,,,,91.5,136.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
338,W7SRA Falls City,Analogue,	147.02000,	147.62000,12.5,,,,,,,,186.2,186.2,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
339,K7ENW Sweet Home,Analogue,	147.20000,	147.80000,12.5,,,,,,,,167.9,167.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
340,W7WZA Brownsvill,Analogue,	147.30000,	147.90000,12.5,,,,,,,,None,77.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
341,W7OTV Colton Go1,Analogue,	146.96000,	146.36000,12.5,,,,,,,,127.3,127.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
342,W7NK Brownsville,Analogue,	147.26000,	147.86000,12.5,,,,,,,,D026N,D026N,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
343,K7SPG Seattle,Analogue,	444.00000,	449.00000,12.5,,,,,,,,None,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
344,KB7WCE Seattle,Analogue,	444.22500,	449.22500,12.5,,,,,,,,None,123.0,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
345,K7SLB Seattle,Analogue,	440.10000,	445.10000,12.5,,,,,,,,110.9,110.9,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
346,W7ACS Seattle,Analogue,	443.00000,	448.00000,12.5,,,,,,,,None,156.7,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
347,W7ACS Seattle1,Analogue,	443.47500,	448.47500,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
348,WW7SEA Seattle C,Analogue,	444.55000,	449.55000,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
349,AJ7JA Seattle Ca,Analogue,	444.37500,	449.37500,12.5,,,,,,,,88.5,88.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
350,W7ACS Seattle Ca,Analogue,	442.87500,	447.87500,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
351,W7ACS Seattle Be,Analogue,	440.52500,	445.52500,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
352,W7ACS Seattle B1,Analogue,	442.30000,	447.30000,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
353,WW7PSR Seattle C,Analogue,	440.77500,	445.77500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
354,WW7SEA Seattle K,Analogue,	444.42500,	449.42500,12.5,,,,,,,,141.3,141.3,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
355,WW7SEA Seattle Q,Analogue,	444.70000,	449.70000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
356,KF7BJI South Sea,Analogue,	440.92500,	445.92500,12.5,,,,,,,,None,None,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
357,WW7MST Seattle B,Analogue,	443.55000,	448.55000,12.5,,,,,,,,103.5,103.5,Disabled,Master,No,No,No,90,Off,No,No,None,0,0
